DE|25|97531468|8984156055
DE|48|47110815|1234567890
DE|53|47110815|9876543210
DE|03|47110815|5647382910
DE|06|47110815|8901234567
DE|69|47110815|3456789012
DE|25|97531468|8984156055
DE|48|47110815|1234567890
DE|53|47110815|9876543210
DE|03|47110815|5647382910
DE|06|47110815|8901234567
DE|69|47110815|3456789012
DE|96|12340987|0012345678
DE|50|12340987|0023456789
DE|80|12340987|0034567890
DE|18|12340987|0045678901
DE|06|12340987|0056789012
DE|15|13570246|0067890123
DE|71|13570246|0078901234
DE|75|13570246|0089012345
DE|02|13570246|0090123456
DE|21|13570246|1357913579
DE|37|97530864|2468024680
DE|75|97530864|9876501234
DE|70|97530864|5647389012
DE|47|97530864|1230984567
DE|49|97530864|7894561230
DE|67|47110825|4567123890
DE|23|47110825|7891234560
DE|32|47110825|3216549870
DE|42|47110825|6549873210
DE|37|12340978|9873216540
DE|39|12340978|1472583690
DE|92|12340978|3698521470
DE|38|12340978|7539514862
DE|73|12340978|9517538426
DE|95|13570247|1593574862
DE|95|13570247|7531598642
DE|89|13570247|8520147963
DE|07|13570247|9638527410
DE|19|97530865|1596487230
DE|10|97530865|7418529630
DE|03|97530865|3692581470
DE|98|97530865|8527419630
DE|43|47110826|1472589630
DE|96|47110826|3698527410
DE|61|47110826|7539518520
DE|520|47110826|9517536280
DE|06|12340979|1593578640
DE|51|12340979|7531594820
DE|82|12340979|8520143960
DE|44|12340979|9638523410
DE|59|13570248|1596483230
DE|50|13570248|7418525630
DE|62|13570248|3692585470
DE|03|13570248|8527415630
DE|76|97530866|1472585630
DE|32|97530866|3698523410
DE|45|97530866|7539514820
DE|85|97530866|9517532280
DE|65|47110827|1593574860
DE|36|47110827|7531590820
DE|04|47110827|8520149630
DE|06|12340980|9638529410
DE|19|12340980|1596489230
DE|59|12340980|7418521630
DE|29|12340980|3692581450
DE|18|13570249|8527411630
DE|19|13570249|1472581630
DE|23|13570249|3698529410
DE|85|13570249|7539510820
DE|13|97530867|9517538280
DE|98|97530867|1593570860
DE|20|97530867|7531596820
DE|08|47110828|8520145630
DE|54|47110828|9638525410
DE|04|47110828|1596485230
DE|84|12340981|7418527630
DE|96|12340981|3692587470
DE|75|12340981|8527417630
DE|44|13570250|1472587630
DE|97|13570250|3698525410
DE|01|13570250|7539516820
DE|53|13570250|9517534280
DE|26|97530868|1593576860
DE|94|97530868|7531592820
DE|14|97530868|8520141630
DE|31|47110829|9638521410
DE|78|47110829|1596481230
DE|69|47110829|7418523630
DE|04|12340982|3692583470
DE|52|12340982|8527413630
DE|95|12340982|1472583650
DE|19|13570251|3698521430
DE|32|13570251|7539512840
DE|72|13570251|9517530300
DE|45|97530869|1593572880
DE|64|97530869|7531598840
DE|81|97530869|8520147650
DE|98|47110830|9638527430
DE|48|47110830|1596487250
DE|07|47110830|7418529650
DE|43|12340983|3692589490
DE|80|47110815|6549873210
DE|25|12345678|9873216540
DE|27|12345678|1472583690
DE|26|12345678|7539514862
DE|61|12345678|9517538426
DE|03|13579864|1593574862
DE|03|13579864|7531598642
DE|94|13579864|8520147963
DE|07|13579864|9638527410
DE|75|97531468|1596487230
DE|66|97531468|7418529630
DE|59|97531468|3692581470
DE|57|97531468|8527419630
DE|46|47110815|1472589630
DE|02|47110815|3698527410
DE|64|47110815|7539518520
DE|50|47110815|9517536280
DE|56|12345678|1593578640
DE|04|12345678|7531594820
DE|35|12345678|8520143960
DE|94|12345678|9638523410
DE|29|13579864|1596483230
DE|20|13579864|7418525630
DE|32|13579864|3692585470
DE|03|13579864|8527415630
DE|97|97531468|1472585630
DE|53|97531468|3698523410
DE|66|97531468|7539514820
DE|09|97531468|9517532280
DE|33|47110815|1593574860
DE|04|47110815|7531590820
DE|69|47110815|8520149630
DE|06|12345678|9638529410
DE|34|12345678|1596489230
DE|74|12345678|7418521630
DE|44|12345678|3692581450
DE|50|13579864|8527411630
DE|51|13579864|1472581630
DE|55|13579864|3698529410
DE|20|13579864|7539510820
DE|96|97531468|9517538280
DE|84|97531468|1593570860
DE|06|97531468|7531596820
DE|08|47110815|8520145630
DE|84|47110815|9638525410
DE|34|47110815|1596485230
DE|64|12345678|7418527630
DE|76|12345678|3692587470
DE|55|12345678|8527417630
DE|41|13579864|1472587630
DE|72|13579864|1234567890
